Node1, Node2, Distance
17,20
24,37
40,6
6,3
44,2
32,13
16,22
38,26
15,5
47,30
49,45
5,42
20,4
37,46
27,35
18,32
44,16
27,10
7,47
42,9
21,1
8,23
4,25
46,34
41,11
12,18
15,38
35,44
10,41
19,15
48,15
11,14
3,36
46,44
9,2
29,21
23,28
36,17
43,11
25,24
2,31
39,27
31,12
13,33
33,29
22,19
34,27
26,7
11,49
2,8
28,43
